"''fecunda"	"vid"	"crece"
"''gracias"	"al"	"cielo"
"''ha"	"hecho"	"vuesa"
"''habéis"	"acabado"	"la"
"''hermana"	"camera"	"yo"
"''hijo"	"montiel"	"vente"
"''jesús"	"jesús"	"de"
"''la"	"carne"	"se"
"''llegó"	"la"	"noche"
"''llegóse"	"el"	"fin"
"''lo"	"que"	"me"
"''lo"	"que"	"yo"
"''lástima"	"es"	"que"
"''maestro"	"siéntese"	"aquí"
"''mirad"	"dije"	"entre"
"''mostrándose"	"muy"	"agradecido"
"''no"	"es"	"bien"
"''no"	"le"	"toque"
"''no"	"piense"	"vuesa"
"''no"	"rabia"	"sino"
"''no"	"reciba"	"vuesa"
"''no"	"respondí"	"yo"
"''no"	"seáis"	"importuno"
"''no"	"tengo"	"lugar"
"''o"	"vuesas"	"mercedes"
"''oh"	"bellaco"	"desagradecido"
"''oh"	"que"	"sea"
"''pensóse"	"don"	"simueque"
"''pero"	"dejemos"	"esto"
"''pero"	"yo"	"me"
"''podría"	"ser"	"que"
"''por"	"ventura"	"señor"
"''pues"	"así"	"es"
"''pues"	"de"	"dónde"
"''pues"	"quién"	"ha"
"''pues"	"si"	"me"
"''quisiera"	"yo"	"hijo"
"''quién"	"es"	"la"
"''quién"	"hizo"	"a"
"''qué"	"perro"	"es"
"''qué"	"tenéis"	"ahí"
"''señor"	"alférez"	"campuzano"
"''señor"	"alférez"	"no"
"''señor"	"alguacil"	"y"
"''señores"	"míos"	"los"
"''si"	"la"	"mitad"
"''si"	"yo"	"os"
"''socorro"	"señores"	"que"
"''sólo"	"sabed"	"que"
"''todo"	"aqueso"	"derribó"
"''todo"	"lo"	"que"
"''tomás"	"no"	"me"
"''trata"	"de"	"lo"
"''tu"	"madre"	"hijo"
"''venís"	"herida"	"señora"
"''viva"	"viva"	"solimán"
"''vivas"	"oh"	"blanca"
"''vive"	"dios"	"que"
"''vive"	"el"	"señor"
"''volved"	"hijo"	"gavilán"
"''vuesa"	"merced"	"señora"
"''vuesas"	"mercedes"	"escuchen"
"''y"	"como"	"ésta"
"''y"	"con"	"mucha"
"''y"	"luego"	"se"
"''y"	"pisarélo"	"yo"
"''y"	"viva"	"viva"
"''y"	"vos"	"señor"
"''ya"	"la"	"bendita"
"''yo"	"respondió"	"el"
"''yo"	"te"	"lo"
"''éste"	"es"	"famoso"
"'amador"	"de"	"la"
"'amor"	"de"	"la"
"'aquí"	"hay"	"maldad"
"'cuerpo"	"de"	"tal"
"'pero"	"hermana"	"montiela"
"1"	"la"	"gitanilla"
"10"	"la"	"señora"
"11"	"el"	"casamiento"
"12"	"el"	"coloquio"
"2"	"el"	"amante"
"3"	"riconete"	"y"
"4"	"la"	"española"
"5"	"licenciado"	"vidriera"
"6"	"la"	"fuerza"
"7"	"el"	"celoso"
"8"	"la"	"ilustre"
"9"	"las"	"dos"
"a"	"abrazar"	"repolido"
"a"	"abrazar"	"al"
"a"	"abrazar"	"y"
"a"	"abrazar"	"a"
"a"	"abrazar"	"y"
"a"	"abrir"	"al"
"a"	"abrochar"	"pidiendo"
"a"	"acabar"	"sus"
"a"	"acometer"	"tan"
"a"	"acompañar"	"a"
"a"	"acompañarlos"	"por"
"a"	"acostar"	"todos"
"a"	"acostar"	"con"
"a"	"aderezar"	"algo"
"a"	"aderezar"	"y"
"a"	"admiración"	"y"
"a"	"adoraros"	"y"
"a"	"advertir"	"que"
"a"	"aficionarse"	"a"
"a"	"agradecer"	"al"
"a"	"alabar"	"un"
"a"	"alanís"	"a"
"a"	"alcanzar"	"alguna"
"a"	"alguna"	"cosa"
"a"	"alguno"	"de"
"a"	"alguno"	"de"
"a"	"algunos"	"désos"
"a"	"algunos"	"soldados"
"a"	"algunos"	"morenos"
"a"	"algún"	"jardín"
"a"	"algún"	"muchacho"
"a"	"alojar"	"en"
"a"	"alonso"	"genís"
"a"	"alumbrar"	"y"
"a"	"alzar"	"los"
"a"	"amar"	"y"
"a"	"amberes"	"ciudad"
"a"	"andar"	"que"
"a"	"andar"	"a"
"a"	"andrés"	"una"
"a"	"andrés"	"aparte"
"a"	"andrés"	"legítima"
"a"	"andrés"	"la"
"a"	"andrés"	"una"
"a"	"andrés"	"por"
"a"	"andrés"	"y"
"a"	"andrés"	"le"
"a"	"andrés"	"de"
"a"	"antequera"	"y"
"a"	"apartarse"	"de"
"a"	"apear"	"a"
"a"	"apoderarse"	"de"
"a"	"aposentar"	"a"
"a"	"aprender"	"apenas"
"a"	"aquel"	"cristiano"
"a"	"aquel"	"hombre"
"a"	"aquel"	"aposento"
"a"	"aquel"	"instante"
"a"	"aquel"	"con"
"a"	"aquel"	"don"
"a"	"aquella"	"costa"
"a"	"aquella"	"parte"
"a"	"aquella"	"mujer"
"a"	"aquella"	"mujer"
"a"	"aquella"	"sazón"
"a"	"aquella"	"vida"
"a"	"aquella"	"ciudad"
"a"	"aquella"	"sala"
"a"	"aquella"	"señora"
"a"	"aquella"	"iglesia"
"a"	"aquella"	"casa"
"a"	"aquellas"	"horas"
"a"	"aquellas"	"secas"
"a"	"aquellas"	"preguntas"
"a"	"aquellos"	"niños"
"a"	"argales"	"y"
"a"	"argel"	"donde"
"a"	"argüello"	"que"
"a"	"argüello"	"que"
"a"	"arma"	"los"
"a"	"arrepentir"	"y"
"a"	"arrojarse"	"a"
"a"	"asegurar"	"su"
"a"	"asentarlos"	"por"
"a"	"aste"	"y"
"a"	"avendaño"	"y"
"a"	"avendaño"	"que"
"a"	"avendaño"	"ya"
"a"	"avendaño"	"si"
"a"	"avendaño"	"que"
"a"	"avendaño"	"muy"
"a"	"avendaño"	"hecho"
"a"	"avisar"	"al"
"a"	"ayunar"	"una"
"a"	"azotar"	"a"
"a"	"azotar"	"a"
"a"	"azotar"	"un"
"a"	"añudar"	"las"
"a"	"bailar"	"a"
"a"	"bailar"	"en"
"a"	"bailar"	"al"
"a"	"banda"	"de"
"a"	"barcelona"	"y"
"a"	"barcelona"	"asegurándole"
"a"	"barcelona"	"y"
"a"	"barcelona"	"con"
"a"	"barcelona"	"poco"
"a"	"barrabás"	"recibieron"
"a"	"bautizar"	"a"
"a"	"beber"	"con"
"a"	"belleza"	"que"
"a"	"beltrán"	"bien"
"a"	"beltrán"	"mal"
"a"	"beltrán"	"y"
"a"	"besar"	"tiernamente"
"a"	"besar"	"los"
"a"	"boca"	"de"
"a"	"bogar"	"y"
"a"	"bolonia"	"porque"
"a"	"bolonia"	"y"
"a"	"bolonia"	"con"
"a"	"bolonia"	"y"
"a"	"borde"	"del"
"a"	"borrarme"	"este"
"a"	"brazo"	"partido"
"a"	"bruselas"	"y"
"a"	"buen"	"puerto"
"a"	"buen"	"seguro"
"a"	"buen"	"seguro"
"a"	"buen"	"soldado"
"a"	"buen"	"seguro"
"a"	"buen"	"seguro"
"a"	"buena"	"cuenta"
"a"	"buena"	"cuenta"
"a"	"buena"	"cuenta"
"a"	"buena"	"razón"
"a"	"buenas"	"noches"
"a"	"buenos"	"y"
"a"	"bulto"	"acierte"
"a"	"burgos"	"y"
"a"	"burgos"	"donde"
"a"	"burgos"	"a"
"a"	"burgos"	"don"
"a"	"buscar"	"versos"
"a"	"buscar"	"a"
"a"	"buscar"	"un"
"a"	"buscar"	"la"
"a"	"buscar"	"a"
"a"	"buscar"	"a"
"a"	"buscar"	"un"
"a"	"buscar"	"a"
"a"	"buscar"	"a"
"a"	"buscar"	"posada"
"a"	"buscar"	"su"
"a"	"buscar"	"donde"
"a"	"buscar"	"a"
"a"	"buscar"	"a"
"a"	"buscar"	"a"
"a"	"buscar"	"a"
"a"	"buscar"	"a"
"a"	"buscar"	"en"
"a"	"buscar"	"ya"
"a"	"buscar"	"quién"
"a"	"buscar"	"y"
"a"	"buscar"	"a"
"a"	"buscar"	"lo"
"a"	"buscar"	"al"
"a"	"buscar"	"ventura"
"a"	"buscarla"	"por"
"a"	"buscarla"	"la"
"a"	"buscarla"	"y"
"a"	"buscarle"	"como"
"a"	"buscarnos"	"y"
"a"	"buscaros"	"y"
"a"	"buscarte"	"antes"
"a"	"caballo"	"se"
"a"	"caballo"	"que"
"a"	"caballo"	"muchos"
"a"	"caballo"	"vestido"
"a"	"caballo"	"y"
"a"	"caballo"	"y"
"a"	"caballo"	"en"
"a"	"caballo"	"a"
"a"	"caballo"	"y"
"a"	"caballo"	"dos"
"a"	"caballo"	"y"
"a"	"caballo"	"los"
"a"	"caballo"	"y"
"a"	"cabo"	"de"
"a"	"cabo"	"de"
"a"	"cabo"	"de"
"a"	"cabo"	"de"
"a"	"cabo"	"de"
"a"	"cabo"	"de"
"a"	"cada"	"paso"
"a"	"cada"	"paso"
"a"	"cada"	"paso"
"a"	"cada"	"paso"
"a"	"cada"	"uno"
"a"	"cada"	"uno"
"a"	"cada"	"paso"
"a"	"cada"	"paso"
"a"	"cada"	"paso"
"a"	"cada"	"uno"
"a"	"cada"	"paso"
"a"	"cada"	"paso"
"a"	"cada"	"trago"
"a"	"cada"	"paso"
"a"	"cada"	"uno"
"a"	"cada"	"paso"
"a"	"cada"	"paso"
"a"	"cada"	"paso"
"a"	"cada"	"paso"
"a"	"caer"	"en"
"a"	"calmar"	"un"
"a"	"calvete"	"el"
"a"	"calvete"	"con"
"a"	"calvete"	"que"
"a"	"caminar"	"sin"
"a"	"campana"	"herida"
"a"	"cantar"	"preciosica"
"a"	"cantar"	"romances"
"a"	"cantar"	"aquí"
"a"	"cantar"	"desta"
"a"	"cantar"	"a"
"a"	"cantar"	"desde"
"a"	"cargo"	"el"
"a"	"cargo"	"celebrar"
"a"	"cargo"	"el"
"a"	"cargo"	"de"
"a"	"cargo"	"que"
"a"	"carriazo"	"a"
"a"	"carriazo"	"de"
"a"	"carriazo"	"de"
"a"	"carriazo"	"le"
"a"	"carriazo"	"con"
"a"	"carriazo"	"a"
"a"	"carriazo"	"de"
"a"	"carriazo"	"que"
"a"	"carrizales"	"dejar"
"a"	"carrizales"	"a"
"a"	"cartagena"	"porque"
"a"	"casa"	"y"
"a"	"casa"	"y"
"a"	"casa"	"un"
"a"	"casa"	"de"
"a"	"casa"	"de"
"a"	"casa"	"secretamente"
"a"	"casa"	"una"
"a"	"casa"	"de"
"a"	"casa"	"del"
"a"	"casa"	"del"
"a"	"casa"	"con"
"a"	"casa"	"con"
"a"	"casa"	"de"
"a"	"casa"	"de"
"a"	"casa"	"y"
"a"	"casarle"	"más"
"a"	"casarse"	"con"
"a"	"caso"	"había"
"a"	"caso"	"la"
"a"	"catorce"	"años"
"a"	"catorce"	"se"
"a"	"catredático"	"diciendo"
"a"	"causa"	"que"
"a"	"causa"	"que"
"a"	"causa"	"que"
"a"	"causa"	"que"
"a"	"causa"	"que"
"a"	"causa"	"del"
"a"	"causa"	"que"
"a"	"causa"	"que"
"a"	"causa"	"que"
"a"	"causa"	"del"
"a"	"causa"	"que"
"a"	"causa"	"que"
"a"	"causa"	"que"
"a"	"causa"	"que"
"a"	"causa"	"que"
"a"	"causa"	"que"
"a"	"causa"	"que"
"a"	"causa"	"que"
"a"	"causa"	"que"
"a"	"causa"	"que"
"a"	"causa"	"que"
"a"	"causa"	"que"
"a"	"causa"	"que"
"a"	"cavar"	"y"
"a"	"caza"	"por"
"a"	"caza"	"porque"
"a"	"caza"	"de"
"a"	"cazalla"	"guadalcanal"
"a"	"caérsele"	"el"
"a"	"cecear"	"en"
"a"	"cenar"	"se"
"a"	"cenar"	"lo"
"a"	"censo"	"situada"
"a"	"cerrar"	"la"
"a"	"cerrar"	"la"
"a"	"cerrar"	"la"
"a"	"chipre"	"que"
"a"	"chiquiznaque"	"y"
"a"	"chiquiznaque"	"a"
"a"	"cierta"	"ocasión"
"a"	"cierto"	"designio"
"a"	"clotaldo"	"que"
"a"	"clotaldo"	"dijo"
"a"	"clotaldo"	"no"
"a"	"clotaldo"	"y"
"a"	"cobrar"	"su"
"a"	"cobrar"	"un"
"a"	"cobrar"	"su"
"a"	"cobrar"	"aliento"
"a"	"cobrar"	"los"
"a"	"coger"	"la"
"a"	"coger"	"de"
"a"	"coger"	"conchas"
"a"	"coger"	"el"
"a"	"coger"	"el"
"a"	"coger"	"los"
"a"	"colmarle"	"y"
"a"	"comer"	"y"
"a"	"comer"	"lo"
"a"	"compasión"	"el"
"a"	"componerse"	"el"
"a"	"comprar"	"un"
"a"	"condecender"	"con"
"a"	"condolerme"	"del"
"a"	"conducir"	"a"
"a"	"confirmar"	"en"
"a"	"conocer"	"por"
"a"	"conocer"	"valor"
"a"	"conocer"	"le"
"a"	"conocer"	"por"
"a"	"conocerme"	"los"
"a"	"conseguir"	"al"
"a"	"consejo"	"a"
"a"	"consejo"	"el"
"a"	"consolalla"	"diciéndole"
"a"	"constantinopla"	"granjeando"
"a"	"constantinopla"	"porque"
"a"	"constantinopla"	"que"
"a"	"constantinopla"	"advirtiéndola"
"a"	"constantinopla"	"y"
"a"	"constantinopla"	"si"
"a"	"constantinopla"	"a"
"a"	"constantinopla"	"a"
"a"	"contar"	"el"
"a"	"contar"	"a"
"a"	"contar"	"a"
"a"	"contar"	"y"
"a"	"contar"	"por"
"a"	"contar"	"lo"
"a"	"contar"	"de"
"a"	"contarlas"	"según"
"a"	"contarlo"	"y"
"a"	"contaros"	"señor"
"a"	"conversación"	"con"
"a"	"cordura"	"su"
"a"	"cornelia"	"de"
"a"	"cornelia"	"el"
"a"	"cornelia"	"y"
"a"	"cornelia"	"aunque"
"a"	"cornelia"	"por"
"a"	"cornelia"	"que"
"a"	"cornelia"	"y"
"a"	"cornelia"	"quedó"
"a"	"cornelia"	"que"
"a"	"cornelia"	"con"
"a"	"cornelio"	"hacía"
"a"	"cornelio"	"y"
"a"	"cornelio"	"dije"
"a"	"cornelio"	"le"
"a"	"cornelio"	"le"
"a"	"cornelio"	"el"
"a"	"cornelio"	"nada"
"a"	"cornelio"	"en"
"a"	"correr"	"por"
"a"	"correr"	"derechamente"
"a"	"corrillos"	"se"
"a"	"cortadillo"	"se"
"a"	"cortadillo"	"y"
"a"	"cortado"	"y"
"a"	"cortado"	"le"
"a"	"cortado"	"que"
"a"	"cortar"	"antiparas"
"a"	"cortar"	"bolsas"
"a"	"cosa"	"que"
"a"	"cosa"	"sagrada"
"a"	"cosas"	"que"
"a"	"cosas"	"más"
"a"	"costa"	"de"
"a"	"costa"	"de"
"a"	"costa"	"de"
"a"	"costa"	"de"
"a"	"costancica"	"por"
"a"	"costanza"	"la"
"a"	"costanza"	"hermano"
"a"	"costanza"	"que"
"a"	"costanza"	"en"
"a"	"costanza"	"y"
"a"	"costanza"	"sin"
"a"	"costanza"	"nunca"
"a"	"costanza"	"turbóse"
"a"	"costanza"	"y"
"a"	"costanza"	"y"
"a"	"costanza"	"y"
"a"	"costanza"	"que"
"a"	"costanza"	"con"
"a"	"costanza"	"en"
"a"	"creer"	"esta"
"a"	"creer"	"que"
"a"	"creerme"	"ninguna"
"a"	"criar"	"por"
"a"	"cualquier"	"hora"
"a"	"cuantas"	"yo"
"a"	"cuantas"	"hoy"
"a"	"cuantos"	"la"
"a"	"cuantos"	"con"
"a"	"cuantos"	"le"
"a"	"cuantos"	"en"
"a"	"cuarenta"	"y"
"a"	"cuarteles"	"y"
"a"	"cuatro"	"que"
"a"	"cuatro"	"días"
"a"	"cuatro"	"días"
"a"	"cuatro"	"días"
"a"	"cuatro"	"días"
"a"	"cuatro"	"días"
"a"	"cuatro"	"el"
"a"	"cuatro"	"de"
"a"	"cuatro"	"razones"
"a"	"cuatro"	"vengados"
"a"	"cuatro"	"maravedís"
"a"	"cuatro"	"enfermos"
"a"	"cubrir"	"la"
"a"	"cubrir"	"y"
"a"	"cuchillo"	"cuantos"
"a"	"cuento"	"hacer"
"a"	"cuestas"	"una"
"a"	"cuestas"	"como"
"a"	"cumplir"	"sus"
"a"	"cumplir"	"mi"
"a"	"cumplir"	"mis"
"a"	"cumplir"	"y"
"a"	"cumplir"	"su"
"a"	"cumplir"	"mi"
"a"	"cumplir"	"los"
"a"	"curar"	"el"
"a"	"cuya"	"medida"
"a"	"cuya"	"vista"
"a"	"cuya"	"noticia"
"a"	"cuyas"	"voces"
"a"	"cuyo"	"poder"
"a"	"cuyo"	"cargo"
"a"	"cuyo"	"cargo"
"a"	"cuyo"	"dueño"
"a"	"cuyo"	"lloro"
"a"	"cuál"	"destos"
"a"	"cuántos"	"peligros"
"a"	"cádiz"	"y"
"a"	"cárcel"	"perpetua"
"a"	"dar"	"muerte"
"a"	"dar"	"contento"
"a"	"dar"	"cuenta"
"a"	"dar"	"memoriales"
"a"	"dar"	"cuenta"
"a"	"dar"	"miserables"
"a"	"dar"	"la"
"a"	"dar"	"indicio"
"a"	"dar"	"las"
"a"	"dar"	"un"
"a"	"dar"	"la"
"a"	"dar"	"asalto"
"a"	"dar"	"noticia"
"a"	"dar"	"la"
"a"	"dar"	"en"
"a"	"dar"	"crédito"
"a"	"dar"	"grandes"
"a"	"dar"	"sus"
"a"	"dar"	"cuenta"
"a"	"dar"	"música"
"a"	"dar"	"el"
"a"	"dar"	"brincos"
"a"	"dar"	"las"
"a"	"dar"	"cuenta"
"a"	"dar"	"la"
"a"	"dar"	"las"
"a"	"dar"	"cuenta"
"a"	"dar"	"un"
"a"	"dar"	"cebada"
"a"	"dar"	"muestra"
"a"	"dar"	"muestras"
"a"	"dar"	"recado"
"a"	"dar"	"cuenta"
"a"	"dar"	"cebada"
"a"	"dar"	"cuenta"
"a"	"dar"	"de"
"a"	"dar"	"orden"
"a"	"dar"	"antes"
"a"	"dar"	"a"
"a"	"dar"	"tantos"
"a"	"darle"	"otro"
"a"	"darle"	"la"
"a"	"darles"	"el"
"a"	"darme"	"salud"
"a"	"darme"	"la"
"a"	"daros"	"lición"
"a"	"darse"	"priesa"
"a"	"darse"	"priesa"
"a"	"darse"	"buen"
"a"	"darse"	"de"
"a"	"decir"	"mil"
"a"	"decir"	"unos"
"a"	"decir"	"su"
"a"	"decir"	"tantos"
"a"	"decir"	"que"
"a"	"decir"	"que"
"a"	"decir"	"que"
"a"	"decir"	"a"
"a"	"decir"	"la"
"a"	"decir"	"a"
"a"	"decir"	"a"
"a"	"decir"	"a"
"a"	"decir"	"que"
"a"	"decir"	"que"
"a"	"decir"	"que"
"a"	"decir"	"su"
"a"	"decir"	"estas"
"a"	"decir"	"que"
"a"	"decir"	"palabra"
"a"	"decir"	"desta"
"a"	"decir"	"que"
"a"	"decir"	"todo"
"a"	"decir"	"lo"
"a"	"decir"	"tus"
"a"	"decir"	"que"
"a"	"decir"	"tantas"
"a"	"decirle"	"quién"
"a"	"decirle"	"palabra"
"a"	"decirle"	"esto"
"a"	"decirle"	"pero"
"a"	"decirlo"	"luego"
"a"	"decirlo"	"al"
"a"	"decirme"	"en"
"a"	"declarar"	"su"
"a"	"defendelle"	"por"
"a"	"defender"	"al"
"a"	"defender"	"si"
"a"	"defenderla"	"de"
"a"	"defenderse"	"como"
"a"	"dejar"	"en"
"a"	"dejar"	"la"
"a"	"dejarle"	"mucho"
"a"	"dejarse"	"conocer"
"a"	"demostraciones"	"matemáticas"
"a"	"deo"	"enim"
"a"	"departir"	"contigo"
"a"	"derechas"	"sino"
"a"	"derramar"	"lágrimas"
"a"	"desaconsejarle"	"lo"
"a"	"desafiar"	"al"
"a"	"desatarle"	"y"
"a"	"descansar"	"y"
"a"	"descargar"	"la"
"a"	"descubrir"	"su"
"a"	"descubrírsele"	"su"
"a"	"desculparte"	"y"
"a"	"desear"	"y"
"a"	"desearle"	"mejor"
"a"	"desearse"	"con"
"a"	"desembaular"	"pedazos"
"a"	"deseos"	"y"
"a"	"desesperarme"	"y"
"a"	"deshora"	"salió"
"a"	"deshora"	"volvió"
"a"	"deshora"	"ni"
"a"	"deshora"	"salieron"
"a"	"desmayar"	"según"
"a"	"desmoronar"	"cuerpos"
"a"	"desmoronar"	"aquel"
"a"	"despachar"	"celemines"
"a"	"despecho"	"de"
"a"	"despecho"	"de"
"a"	"despecho"	"y"
"a"	"despecho"	"del"
"a"	"despedir"	"de"
"a"	"despedirse"	"de"
"a"	"despedirse"	"dél"
"a"	"despertar"	"unas"
"a"	"despertar"	"al"
"a"	"destierro"	"de"
"a"	"desvalijar"	"el"
"a"	"devanar"	"blando"
"a"	"devoción"	"de"
"a"	"dicha"	"tú"
"a"	"diez"	"y"
"a"	"diez"	"y"
"a"	"dinero"	"y"
"a"	"dios"	"la"
"a"	"dios"	"el"
"a"	"dios"	"que"
"a"	"dios"	"que"
"a"	"dios"	"que"
"a"	"dios"	"que"
"a"	"dios"	"te"
"a"	"dios"	"de"
"a"	"dios"	"como"
"a"	"dios"	"para"
"a"	"dios"	"esperaban"
"a"	"dios"	"y"
"a"	"dios"	"y"
"a"	"dios"	"y"
"a"	"dios"	"en"
"a"	"dios"	"y"
"a"	"dios"	"y"
"a"	"dios"	"la"
"a"	"dios"	"en"
"a"	"dios"	"y"
"a"	"dios"	"por"
"a"	"dios"	"por"
"a"	"dios"	"que"
"a"	"dios"	"por"
"a"	"dios"	"con"
"a"	"dios"	"lo"
"a"	"dios"	"que"
"a"	"dios"	"que"
"a"	"dios"	"que"
"a"	"dios"	"que"
"a"	"dios"	"por"
"a"	"dios"	"que"
"a"	"dios"	"los"
"a"	"dios"	"y"
"a"	"dios"	"señor"
"a"	"dios"	"y"
"a"	"dios"	"el"
"a"	"dios"	"allá"
"a"	"dios"	"pues"
"a"	"disculparse"	"y"
"a"	"disimularlas"	"lo"
"a"	"disputar"	"nosotros"
"a"	"diversos"	"juegos"
"a"	"diversos"	"peligros"
"a"	"do"	"falta"
"a"	"do"	"voy"
"a"	"do"	"colgaba"
"a"	"doce"	"aunque"
"a"	"dolor"	"y"
"a"	"don"	"juan"
"a"	"don"	"juan"
"a"	"don"	"juan"
"a"	"don"	"juan"
"a"	"don"	"juan"
"a"	"don"	"juan"
"a"	"don"	"juan"
"a"	"don"	"juan"
"a"	"don"	"juan"
"a"	"don"	"enrique"
"a"	"don"	"rafael"
"a"	"don"	"rafael"
"a"	"don"	"rafael"
"a"	"don"	"rafael"
"a"	"don"	"juan"
"a"	"don"	"antonio"
"a"	"don"	"juan"
"a"	"don"	"juan"
"a"	"don"	"juan"
"a"	"don"	"juan"
"a"	"don"	"juan"
"a"	"don"	"juan"
"a"	"don"	"lorenzo"
"a"	"don"	"juan"
"a"	"don"	"juan"
"a"	"don"	"antonio"
"a"	"don"	"juan"
"a"	"don"	"juan"
"a"	"don"	"juan"
"a"	"don"	"juan"
"a"	"don"	"juan"
"a"	"don"	"antonio"
"a"	"don"	"juan"
"a"	"don"	"juan"
"a"	"don"	"antonio"
"a"	"don"	"antonio"
"a"	"don"	"antonio"
"a"	"don"	"juan"
"a"	"don"	"antonio"
"a"	"don"	"juan"
"a"	"don"	"antonio"
"a"	"donde"	"llegase"
"a"	"donde"	"cornelia"
"a"	"doquiera"	"que"
"a"	"dormir"	"en"
"a"	"dormir"	"y"
"a"	"dormir"	"en"
"a"	"dos"	"caras"
"a"	"dos"	"horas"
"a"	"dos"	"broqueles"
"a"	"dos"	"sobrinos"
"a"	"dos"	"y"
"a"	"dos"	"y"
"a"	"dos"	"pasos"
"a"	"dos"	"días"
"a"	"dos"	"días"
"a"	"dos"	"se"
"a"	"dos"	"días"
"a"	"dos"	"de"
"a"	"dos"	"días"
"a"	"dos"	"el"
"a"	"dos"	"muletas"
"a"	"dos"	"días"
"a"	"dos"	"meses"
"a"	"dos"	"días"
"a"	"dos"	"veces"
"a"	"dos"	"y"
"a"	"dos"	"criados"
"a"	"dos"	"días"
"a"	"dos"	"leguas"
"a"	"dos"	"días"
"a"	"dos"	"días"
"a"	"dos"	"por"
"a"	"dos"	"porfías"
"a"	"dos"	"corchetes"
"a"	"dos"	"días"
"a"	"dos"	"se"
"a"	"doña"	"costanza"
"a"	"doña"	"clementa"
"a"	"doña"	"clementa"
"a"	"doña"	"estefanía"
"a"	"doña"	"estefanía"
"a"	"doña"	"estefanía"
"a"	"doña"	"estefanía"
"a"	"doña"	"estefanía"
"a"	"dársela"	"maldiciendo"
"a"	"e"	"al"
"a"	"e"	"a"
"a"	"echarle"	"un"
"a"	"echarme"	"agua"
"a"	"ejecutar"	"en"
"a"	"ejercitar"	"mi"
"a"	"ejercitar"	"su"
"a"	"ella"	"se"
"a"	"ella"	"diciendo"
"a"	"ella"	"no"
"a"	"ella"	"de"
"a"	"ella"	"dos"
"a"	"ella"	"asida"
"a"	"ella"	"antes"
"a"	"ella"	"y"
"a"	"ella"	"estaba"
"a"	"ella"	"y"
"a"	"ella"	"y"
"a"	"ella"	"en"
"a"	"ella"	"sola"
"a"	"ella"	"le"
"a"	"ella"	"había"
"a"	"ella"	"llegase"
"a"	"ella"	"porque"
"a"	"ella"	"porque"
"a"	"ella"	"a"
"a"	"ella"	"fuese"
"a"	"ella"	"ofreciéndoseles"
"a"	"ella"	"a"
"a"	"ella"	"y"
"a"	"ella"	"se"
"a"	"ella"	"con"
"a"	"ella"	"el"
"a"	"ella"	"están"
"a"	"ella"	"tropezó"
"a"	"ella"	"llegase"
"a"	"ella"	"era"
"a"	"ella"	"cuanto"
"a"	"ella"	"anejo"
